"","X.1","X","Date","Date_Month","Date_Year","Name_Orig","Survey_ID","Obs","Data","Time","Tide","Notes_Survey","X..dead.inv","X..dead.plant","X.rock.sand","Distance_m","Degrees","Name_Closest","Name_General","Zonation","Site","Exposure","Quad_Type","Ahnfeltiopsis.linearis","Alaria.marginata","Anthopleura.elegantissima","Anthopleura.xanthogrammica","Aplidium.californicum","Aplysilla.glacialis","Archidistoma.ritteri","Balanus.spp.","blue.green.algae","Bornetia.californica","Bossiella.plumosa","Bossiella.schmittii.","Bryopsis.corticulans","bryozoan","Calliarthron.tuberculosum","Callithamnion.pikeanum","Callophyllis.sp_","Chondracanthus.canaliculatus","Chondracanthus.spinosus","Cladophora.columbiana","Cladophora.graminea","Cladophora.sp_","Colpomenia.peregrina","Corallina.vancouveriensis.","Corallina.eatoniana.","Corolla.spectabilis..Pteropod.","Crepipatella.lingulata","crustose.coralline.","Cryptopleura.spp","Cyanobacteria","diatom","Didemnum.carnulentum","Dilsea.californica","Egregia.menziesii","Elasmopus.serricatus","Endocladia.muricata","Erythrophyllum.delesseriodes","Farlowia.mollis","Fredericqia.chiton","Gelidium.spp.","Grateloupia.angusta","Grateloupia.cornea","Halichondria.sp_","Haliclona.spp.","Henricia.leviuscula","Higginsia.sp_","Hildenbrandia.spp.","hydrozoans..brown.","Hymenena.flabelligera","Katharina.tunicata","Lacuna.spp.","Leathesia.spp.","Leptasterias.spp.","Lepidochitona.dentiens","Ligia.sp_","Littorina.keenae.","Littorina.planaxis","Littorina.scutulata","Littorina.sitkana","Lottia.digitalis","Lottia.gigantea","Lottia.scabra","Lottia.pelta","Lottia.sp_","Lottia.strigatella","Maripelta.rotata","Mastocarpus.jardinii","Mastocarpus.papillatus","Mastocarpus.sp_","Mazzaella.affinis","Mazzaella.californica","Mazzaella.flaccida","Mazzaella.parksii","Mazzaella.oregona","Mazzaella.splendens","Microcladia.borealis","Microcladia.coulteri","Mopalia.ciliata","Mopalia.muscosa","Musculus.pygmaeus","Myriogramme.variegata","Mytilus.californianus.","Nemertea..Phylum.worm.","Neogastroclonium.subarticulatum","Neoptilota.hypnoides","Neorhodomela.larix","Nienburgia.sp_","Notoacmea.insessa","Notoacmea.persona","Nucella.canaliculata","Nucella.emarginata","Nucella.sp_","Nuttallina.californica","Odonthalia.floccosa","Ophlitaspongia.pennata","Opuntiella.californica","Osmundea.spectabilis","Pachygrapsus.crassipes","Pagurus.sp_","Petrocelis.phase.","Petrospongium.rugosum","Peyssonnelia.sp_","Phragmatopoma.californica","Phyllochaetopterus.prolifica","Phyllospadix.scouleri","Pisaster.ochraceus","Plocamium.spp.","Pollicipes.polymerus","Polyneura.latissima","Polysiphonia.hendryi","Polysiphonia.pacifica","Polysiphonia.savatieri","Polysiphonia.sp_","Porcellio.americanus","Porphyra.spp.","Porifera.spp.","Prasiola.sp_","Prionitis.lanceolata","Prionitis.sternbergii","Prionitis.sp.","Pterocladiella.caloglossoides","Pterocladia.capillacea","Pugettia.producta","Pugettia.sp_","Rhodymenia.californica","Rhodymenia.pacifica","Rhodymenia.sp_","Scytosiphon.lomentaria","Semibalanus.cariosus","Semibalanus.sp_","Serpula.sp_","Spirorbis.borealis","Strongylocentrotus.droebachiensis","Strongylocentrotus.franciscanus","Strongylocentrotus.purpuratus","Tegula.brunnea","Tegula.funebralis","Tethya.aurantium","Tetraclita.rubescens","Thelepus.crispus","Tonicella.lineata","Trimusculus.reticulatus","tropical.green","tunicate","Ulothrix.flacca","Ulva.spp.","Weeksia.reticulata","YYYY","MM","SEFI_SST_mean","SEFI_SST_anomalies","SEFI_SST_mean.1","SEFI_SST_anom.1","SEFI_SST_mean.2","SEFI_SST_anom.2","SEFI_SST_mean.3","SEFI_SST_anom.3","SEFI_SSS_mean","SEFI_SSS_anomalies","SEFI_SSS_mean.1","SEFI_SSS_anom.1","SEFI_SSS_mean.2","SEFI_SSS_anom.2","SEFI_SSS_mean.3","SEFI_SSS_anom.3","BB_alongshore.winds_mean","BB_alongshore.winds_anomalies","BB_alongshore.winds_mean.1","BB_alongshore.winds_anom.1","BB_alongshore.winds_mean.2","BB.alongshore.winds_anom.2","BB_alongshore.winds_mean.3","BB_alongshore.winds_anom.3","BB_wave.height_means","BB_wave.height_anomalies","BB_wave.height_mean.1","BB_wave.height_anom.1","BB_wave.height_mean.2","BB_wave.height_anom.2","BB_wave.height_mean.3","BB.wave.height_anom.3","chl.a_means","chl.a_anomalies","chl.a_mean.1","chl.a_anom.1","chla.a_mean.2","chl.a_anom.2","chla.a_mean.3","chl.a_anom.3","SLH_means","SLH_anomalies","SLH_mean.1","SLH_anom.1","SLH_mean.2","SLH_anom.2","SLH_mean.3","SLH_anom.3","PDO","PDO.1","PDO.2","PDO.3","SOI","SOI.1","SOI.2","SOI.3","NPGO","NPGO.1","NPGO.2","NPGO.3","BEUTI_37","BEUTI_37.1","BEUTI_37.2","BEUTI_37.3","CUTI_37","CUTI_37.1","CUTI_37.2","CUTI_37.3","air_temp_mean","air_temp_anom","air_temp_mean.1","air_temp_mean.2","air_temp_mean.3"
"471",471,471,"2/19/2000",2,2000,"Q2",12,"XX","y",NA,NA,"y",NA,NA,0,NA,NA,"","Q2","Q2","Blowhole Peninsula","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2000,2,12.27058824,0.298138883,11.17407407,-0.800515712,11.40344828,-0.930301603,13.19166667,0.1593946,33.13,0.26250366,33.59777778,0.687661729,33.49586207,0.160678591,33.52823529,0.10378076,3.096345447,4.925470066,-0.230525546,0.184963206,-5.016908991,-4.185698327,0.272152168,2.736191913,3.38582827,0.773619597,2.33858318,-0.279448212,2.784466031,0.119657557,2.681445716,0.300738151,0.851582329,-0.829305981,1.415376036,-0.066819923,1.380203916,-0.011422186,0.658453741,-1.561283556,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,-2,-1.63,-2.05,2.6,1.1,2.5,1.8,2.1235311,1.4045384,1.0528054,1.3205504,-3.673068966,-0.074451613,8.625774194,1.622466667,-0.318862069,0.011548387,0.767806452,0.260633333,12.1,-0.9,11.6,11.8,13.6
"472",472,472,"2/19/2000",2,2000,"Q3",12,"XX","y",NA,NA,"y",0,0,NA,NA,NA,"","Q3","Q3","Blowhole Peninsula","Full","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2000,2,12.27058824,0.298138883,11.17407407,-0.800515712,11.40344828,-0.930301603,13.19166667,0.1593946,33.13,0.26250366,33.59777778,0.687661729,33.49586207,0.160678591,33.52823529,0.10378076,3.096345447,4.925470066,-0.230525546,0.184963206,-5.016908991,-4.185698327,0.272152168,2.736191913,3.38582827,0.773619597,2.33858318,-0.279448212,2.784466031,0.119657557,2.681445716,0.300738151,0.851582329,-0.829305981,1.415376036,-0.066819923,1.380203916,-0.011422186,0.658453741,-1.561283556,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,-2,-1.63,-2.05,2.6,1.1,2.5,1.8,2.1235311,1.4045384,1.0528054,1.3205504,-3.673068966,-0.074451613,8.625774194,1.622466667,-0.318862069,0.011548387,0.767806452,0.260633333,12.1,-0.9,11.6,11.8,13.6
"473",473,473,"8/14/2000",8,2000,"Q102",12,"XX","y",NA,NA,"y",0,0,1,NA,NA,"","Q102","Q102","Mussel Flat","Protected","Permanent",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"474",474,474,"8/14/2000",8,2000,"Q16",13,"XX","y",NA,NA,"y",0,0,NA,NA,NA,"","Q16","Q16","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,38,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"475",475,475,"8/14/2000",8,2000,"Q17",12,"XX","y",NA,NA,"y",0,0,0,NA,NA,"","Q17","Q17","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"476",476,476,"8/14/2000",8,2000,"Q18",13,"XX","y",NA,NA,"y",0,0,1,NA,NA,"","Q18","Q18","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"477",477,477,"8/14/2000",8,2000,"Q19",12,"XX","y",NA,NA,"y",3,0,1,NA,NA,"","Q19","Q19","Mussel Flat","Protected","Permanent",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,27,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"478",478,478,"8/14/2000",8,2000,"Q20",12,"XX","y",NA,NA,"y",0,0,5,NA,NA,"","Q20","Q20","Mussel Flat","Protected","Permanent",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,13,6,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"479",479,479,"8/14/2000",8,2000,"Q22",12,"XX","y",NA,NA,"y",0,0,1,NA,NA,"","Q22","Q22","Mussel Flat","Protected","Permanent",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"480",480,480,"8/15/2000",8,2000,"Q103",10,"XX","y",NA,NA,"y",0,0,NA,NA,NA,"","Q103","Q103","Dead Sea Lion Flat","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"481",481,481,"8/15/2000",8,2000,"Q4",11,"XX","y",NA,NA,"y",0,1,2,NA,NA,"","Q4","Q4","Dead Sea Lion Flat","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"482",482,482,"8/15/2000",8,2000,"Q5",11,"XX","y",NA,NA,"y",0,0,1,NA,NA,"","Q5","Q5","Dead Sea Lion Flat","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,18,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"483",483,483,"8/15/2000",8,2000,"Q6",11,"XX","y",NA,NA,"y",0,0,3,NA,NA,"","Q6","Q6","Dead Sea Lion Flat","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
"484",484,484,"8/16/2000",8,2000,"Q1",11,"XX","y",NA,NA,"y",0,2,0,NA,NA,"","Q1","Q1","Blowhole Peninsula","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,17,0,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2000,8,12.12083333,-1.077302238,12.22580645,-0.139371974,11.30769231,-0.312421317,10.93928571,-0.351619769,33.77181818,0.089337575,33.849,0.085840621,33.91923077,0.157753786,33.73,0.111008274,-5.877978874,-0.875140359,-7.765272165,-2.423881227,-4.110130904,2.793593937,-7.095036443,-0.575696234,1.753488833,0.148945151,1.822972639,0.081413852,1.825518994,-0.206700267,2.251568985,0.148106022,2.738853816,0.259251991,1.37328151,-1.303758233,5.732207114,2.291710542,3.945080997,0.250708192,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,-0.66,-0.44,-0.05,0.6,-0.7,-1,0.3,1.3516272,1.655785,2.1020662,2.220292,3.649967742,8.735677419,4.9087,11.95864516,0.430387097,0.953774194,0.375566667,0.959645161,15.3,2.3,14.8,14.9,13.6
